Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
AKD11,13.95,Area045,2000,241.701,Mstablizers,mild,0.048482562,DownTown,Tier 2,Unknown,2639.711
UET42,12.195,Area035,2002,142.2284,Antibiotics,mild,0.048740763,DownTown,Tier 2,Small,772.1419999999999
JKR96,12.65,Area035,2002,98.6856,Antipyretics,critical,0.07621435,DownTown,Tier 2,Small,1431.284
WDS14,9.31,Area035,2002,45.2532,Statins,mild,0.083234306,DownTown,Tier 2,Small,652.298
KAY10,14.6,Area013,1985,243.33,Antipyretics,mild,0.092739853,DownTown,Tier 3,High,5472.69
MJG11,9.05,Area049,1997,46.0558,OralContraceptives,critical,0.096059634,DownTown,Tier 1,Medium,724.2044
GSN53,17.3,Area049,1997,151.5496,Hreplacements,mild,0.054009558,DownTown,Tier 1,Medium,2794.8424
WLZ15,,Area027,1983,247.6564,Antibiotics,critical,0.070762301,CityLimits,Tier 3,Medium,2258.2076
HQM74,11.495,Area049,1997,122.5886,Cardiac,mild,0.139579586,DownTown,Tier 1,Medium,2670.3378
DUD63,,Area027,1983,66.0298,Antibiotics,mild,0.013,CityLimits,Tier 3,Medium,2917.3496
TIG61,8.32,Area017,2005,94.125,Antipyretics,mild,0.013,DownTown,Tier 2,Unknown,1527.825
HQM74,11.495,Area046,1995,122.4886,Cardiac,mild,0.139383094,DownTown,Tier 1,Small,780.1316
TQD35,20.3,Area010,1996,221.3244,Tranquilizers,mild,0.013,MidTownResidential,Tier 3,Unknown,1595.0708
NXT21,20.15,Area013,1985,200.6846,Tranquilizers,mild,0.0650115,DownTown,Tier 3,High,3743.6074
QJZ43,17.3,Area035,2002,97.7856,OralContraceptives,critical,0.112252438,DownTown,Tier 2,Small,1167.6272
IAP71,,Area027,1983,194.9608,MuscleRelaxants,mild,0.10447267,CityLimits,Tier 3,Medium,2869.4120000000003
NCN85,9.93,Area045,2000,124.9518,Hreplacements,critical,0.045976399,DownTown,Tier 2,Unknown,2959.295
JXN83,,Area027,1983,225.185,Hreplacements,mild,0.038960174,CityLimits,Tier 3,Medium,5089.855
VFT71,21.4,Area045,2000,121.0228,Antipyretics,mild,0.087778547,DownTown,Tier 2,Unknown,1770.842
QIN25,22.05,Area017,2005,163.3024,Analgesics,mild,0.034370201,DownTown,Tier 2,Unknown,2390.036
LAP14,10.195,Area017,2005,217.7296,Mstablizers,critical,0.052261947,DownTown,Tier 2,Unknown,2605.7552
XVU27,18.0,Area049,1997,124.2176,OralContraceptives,critical,0.065493162,DownTown,Tier 1,Medium,2632.3872
YHP10,9.415,Area049,1997,165.2972,Cardiac,critical,0.045208865,DownTown,Tier 1,Medium,3852.1328
LNA17,17.65,Area018,2007,60.4324,Antibiotics,mild,0.033631654,Industrial,Tier 3,Medium,580.3916
YTK96,22.0,Area013,1985,84.9354,Antiseptics,mild,0.039877471,DownTown,Tier 3,High,1166.2956
XIS12,20.05,Area013,1985,107.9042,Antipyretics,mild,0.036820082,DownTown,Tier 3,High,1601.063
EZH74,8.69,Area013,1985,262.2066,Antiseptics,mild,0.105705683,DownTown,Tier 3,High,4380.1122
DKR87,7.685,Area013,1985,120.1596,Statins,mild,0.096768522,DownTown,Tier 3,High,3348.788
ZUC11,10.15,Area045,2000,117.0964,Antiseptics,mild,0.029052446,DownTown,Tier 2,Unknown,1480.5532
AFO34,15.95,Area049,1997,60.1666,Hreplacements,critical,0.112286298,DownTown,Tier 1,Medium,676.9326
ZGG52,13.9,Area049,1997,134.3072,Antibiotics,critical,0.054622264,DownTown,Tier 1,Medium,4155.7376
ULT11,16.9,Area018,2007,230.7798,Hreplacements,mild,0.013,Industrial,Tier 3,Medium,774.1394
XPL78,9.06,Area013,1985,109.07,Hreplacements,mild,0.07230285,DownTown,Tier 3,High,1810.79
ENH17,21.05,Area035,2002,191.866,OralContraceptives,critical,0.031019662,DownTown,Tier 2,Small,2989.256
DPT13,8.94,Area046,1995,103.712,Hreplacements,critical,0.083704474,DownTown,Tier 1,Small,1604.392
ZZU58,17.4,Area049,1997,155.376,Antipyretics,mild,0.07828457,DownTown,Tier 1,Medium,2017.188
JRP10,12.8,Area046,1995,111.1358,OralContraceptives,critical,0.138602951,DownTown,Tier 1,Small,2224.2518
HHT59,17.3,Area010,1996,56.4718,Antimalarial,critical,0.042377239,MidTownResidential,Tier 3,Unknown,207.5436
NXQ22,18.4,Area035,2002,122.2886,Antibiotics,mild,0.141390273,DownTown,Tier 2,Small,1558.4518
IXA15,,Area027,1983,234.9088,Statins,mild,0.0536369259999999,CityLimits,Tier 3,Medium,4587.176
VFH85,10.995,Area045,2000,187.2344,Statins,mild,0.083587419,DownTown,Tier 2,Unknown,6001.3352
VXI12,9.05,Area045,2000,105.9436,Mstablizers,mild,0.0563265109999999,DownTown,Tier 2,Unknown,1247.5232
TES38,7.16,Area049,1997,165.4314,Antimalarial,critical,0.164087845,DownTown,Tier 1,Medium,1664.314
BNA70,16.65,Area013,1985,207.6768,Analgesics,mild,0.109317593,DownTown,Tier 3,High,3463.3056
LIC37,,Area019,1983,190.4976,OralContraceptives,mild,0.077208126,MidTownResidential,Tier 1,Small,294.0976
QIW12,9.11,Area049,1997,179.0158,Hreplacements,critical,0.047043503,DownTown,Tier 1,Medium,2786.8528
LFG35,,Area027,1983,60.3034,Mstablizers,mild,0.050315469,CityLimits,Tier 3,Medium,2105.7394
MDI34,7.935,Area018,2007,47.0506,OralContraceptives,critical,0.059277956,Industrial,Tier 3,Medium,188.9012
ALR41,15.6,Area046,1995,95.2224,OralContraceptives,mild,0.1405417219999999,DownTown,Tier 1,Small,1306.1136
XRU43,10.195,Area045,2000,218.1954,OralContraceptives,mild,0.039397141,DownTown,Tier 2,Unknown,3655.7218
YED13,16.1,Area045,2000,120.957,Antacids,critical,0.056982464,DownTown,Tier 2,Unknown,3079.139
ZAY63,14.65,Area049,1997,189.766,Hreplacements,critical,0.162598628,DownTown,Tier 1,Medium,3888.086
VNK13,8.66,Area010,1996,65.5588,OralContraceptives,mild,0.100559621,MidTownResidential,Tier 3,Unknown,342.0352
KIS14,10.8,Area010,1996,242.1668,OralContraceptives,critical,0.234856492,MidTownResidential,Tier 3,Unknown,343.3668
ZWG14,17.05,Area035,2002,206.1452,Mstablizers,mild,0.067920146,DownTown,Tier 2,Small,5006.63
THU10,14.65,Area018,2007,87.8012,Antipyretics,mild,0.030857847,Industrial,Tier 3,Medium,1631.024
QRC79,,Area019,1983,118.7254,Antibiotics,critical,0.088215349,MidTownResidential,Tier 1,Small,330.0508
IMW22,18.8,Area049,1997,271.591,OralContraceptives,mild,0.039912667,DownTown,Tier 1,Medium,3531.883
QGV13,17.3,Area013,1985,234.1404,Antifungal,mild,0.073797393,DownTown,Tier 3,High,3713.6464
JXC75,10.6,Area017,2005,208.0084,Hreplacements,critical,0.0270986929999999,DownTown,Tier 2,Unknown,3485.9428
SWG81,19.3,Area035,2002,91.5618,Mstablizers,mild,0.0215392079999999,DownTown,Tier 2,Small,515.809
CEI26,8.375,Area013,1985,156.1128,Antipyretics,mild,0.071298384,DownTown,Tier 3,High,1838.7536
CYY10,7.03,Area010,1996,95.8882,Analgesics,mild,0.088943184,MidTownResidential,Tier 3,Unknown,284.7764
IEB77,13.45,Area010,1996,75.7826,Antimalarial,mild,0.076430788,MidTownResidential,Tier 3,Unknown,371.3304
ZYP12,,Area027,1983,57.7692,Antibiotics,mild,0.0592590359999999,CityLimits,Tier 3,Medium,1689.6144
UYQ40,,Area019,1983,49.1506,Cardiac,mild,0.150539574,MidTownResidential,Tier 1,Small,150.9506
MJG11,9.05,Area017,2005,44.8558,OralContraceptives,critical,0.096399788,DownTown,Tier 2,Unknown,554.4254
ZFU57,,Area027,1983,191.8976,Antiseptics,mild,0.07211748,CityLimits,Tier 3,Medium,4278.2448
NXW60,,Area019,1983,82.7038,Antimalarial,critical,0.027998914,MidTownResidential,Tier 1,Small,334.7114
DPF60,9.27,Area045,2000,97.6514,Antimalarial,critical,0.0530711309999999,DownTown,Tier 2,Unknown,1175.6168
XYM10,18.55,Area017,2005,71.8194,Antibiotics,critical,0.173095901,DownTown,Tier 2,Unknown,1165.6298
YEY91,18.05,Area017,2005,166.463,Hreplacements,mild,0.118448901,DownTown,Tier 2,Unknown,895.315
BTP27,8.375,Area010,1996,108.3068,OralContraceptives,mild,0.05077249,MidTownResidential,Tier 3,Unknown,404.6204
LSU81,20.15,Area018,2007,205.8136,Antiseptics,mild,0.181266556,Industrial,Tier 3,Medium,1862.7224
RZV10,13.65,Area018,2007,88.9328,Mstablizers,critical,0.199616421,Industrial,Tier 3,Medium,1117.0264
PNU88,12.195,Area045,2000,265.9672,Tranquilizers,mild,0.033994339,DownTown,Tier 2,Unknown,4459.3424
ZLS67,13.8,Area018,2007,129.444,Cardiac,mild,0.125681821,Industrial,Tier 3,Medium,3348.788
QBS73,13.45,Area017,2005,264.004,MuscleRelaxants,mild,0.078026434,DownTown,Tier 2,Unknown,5173.08
XBX30,21.55,Area035,2002,190.3976,Antiseptics,mild,0.03894835,DownTown,Tier 2,Small,3553.8544
GNP12,,Area019,1983,240.3668,OralContraceptives,critical,0.013,MidTownResidential,Tier 1,Small,804.1004
JBY12,9.93,Area049,1997,182.8422,Cardiac,critical,0.041320655,DownTown,Tier 1,Medium,2354.7486
HCT14,,Area027,1983,163.1682,Antibiotics,critical,0.061738407,CityLimits,Tier 3,Medium,5144.4506
TNM58,7.24,Area017,2005,186.7344,Cardiac,mild,0.048084073,DownTown,Tier 2,Unknown,2254.2128
RME82,10.695,Area010,1996,149.4838,Antibiotics,critical,0.299344848,MidTownResidential,Tier 3,Unknown,393.9676
GKZ14,7.245,Area010,1996,138.2652,Antiseptics,mild,0.168706798,MidTownResidential,Tier 3,Unknown,758.826
PIV47,15.4,Area046,1995,150.1496,Cardiac,mild,0.102677773,DownTown,Tier 1,Small,1806.7952
UCX61,7.515,Area045,2000,46.7848,Antibiotics,mild,0.025173543,DownTown,Tier 2,Unknown,560.4176
AUN97,9.72,Area049,1997,239.0352,Cardiac,critical,0.043890618,DownTown,Tier 1,Medium,6067.9152
CNH11,14.15,Area035,2002,165.763,Hreplacements,mild,0.013,DownTown,Tier 2,Small,4181.038
ZDE75,,Area027,1983,162.6366,Antiseptics,mild,0.0520557559999999,CityLimits,Tier 3,Medium,2228.9124
UQJ12,10.695,Area046,1995,99.9856,Mstablizers,critical,0.11339894,DownTown,Tier 1,Small,991.856
IKA89,9.245,Area017,2005,173.821,Hreplacements,mild,0.02896609,DownTown,Tier 2,Unknown,1907.331
FQX92,,Area027,1983,124.3492,Tranquilizers,mild,0.03726524,CityLimits,Tier 3,Medium,4051.8728
HCI51,16.4,Area045,2000,52.3796,Antibiotics,critical,0.118881129,DownTown,Tier 2,Unknown,567.0756
AGF42,17.0,Area046,1995,163.5024,Tranquilizers,mild,0.068990291,DownTown,Tier 1,Small,3908.06
WDW84,12.95,Area035,2002,162.9024,Mstablizers,mild,0.013,DownTown,Tier 2,Small,416.6048
WDW84,12.95,Area017,2005,160.8024,Mstablizers,mild,0.145248069,DownTown,Tier 2,Unknown,3300.8504
OHY21,9.615,Area045,2000,157.4444,Mstablizers,critical,0.048644325,DownTown,Tier 2,Unknown,983.8664
SMU22,15.9,Area045,2000,209.9084,Antiseptics,mild,0.03875512,DownTown,Tier 2,Unknown,3882.7596
NQE11,,Area019,1983,226.9192,Antiseptics,mild,0.136557061,MidTownResidential,Tier 1,Small,328.7192
EBV15,13.1,Area013,1985,187.3686,Tranquilizers,mild,0.035824491,DownTown,Tier 3,High,3135.0662
AFT64,11.195,Area045,2000,248.0564,Analgesics,mild,0.18117143,DownTown,Tier 2,Unknown,3926.7024
JES11,14.4,Area013,1985,200.153,MuscleRelaxants,mild,0.0250894789999999,DownTown,Tier 3,High,3528.554
XTN16,11.3,Area035,2002,130.944,Tranquilizers,mild,0.013,DownTown,Tier 2,Small,2030.504
FQX92,11.1,Area035,2002,124.8492,Tranquilizers,mild,0.037378706,DownTown,Tier 2,Small,1387.3412
QKH44,9.6,Area018,2007,46.9506,Antibiotics,mild,0.04849838,Industrial,Tier 3,Medium,568.4072
IZR59,6.33,Area010,1996,132.3756,Antiseptics,mild,0.027472516,MidTownResidential,Tier 3,Unknown,234.1756
IKW10,14.3,Area045,2000,265.3014,Antiseptics,mild,0.054909345,DownTown,Tier 2,Unknown,5978.0322
QVX70,16.8,Area013,1985,112.6332,Antibiotics,critical,0.039280116,DownTown,Tier 3,High,1035.7988
XIL11,10.8,Area017,2005,199.2872,Statins,mild,0.013,DownTown,Tier 2,Unknown,1436.6104
FPR69,17.5,Area049,1997,185.837,OralContraceptives,critical,0.141621941,DownTown,Tier 1,Medium,3641.74
SLH10,14.6,Area018,2007,70.0536,Antibiotics,critical,0.084743629,Industrial,Tier 3,Medium,1031.804
MSX11,12.8,Area018,2007,143.2626,Tranquilizers,mild,0.030714096,Industrial,Tier 3,Medium,1555.7886
CEI26,8.375,Area010,1996,152.1128,Antipyretics,mild,0.110660814,MidTownResidential,Tier 3,Unknown,256.8128
UQJ12,10.695,Area049,1997,99.1856,Mstablizers,critical,0.113555034,DownTown,Tier 1,Medium,552.428
EBS47,,Area019,1983,69.822,Mstablizers,critical,0.225963193,MidTownResidential,Tier 1,Small,412.61
OHI10,,Area027,1983,166.8288,Antacids,critical,0.04743677,CityLimits,Tier 3,Medium,4983.9928
VKG12,13.4,Area017,2005,158.8734,Hreplacements,mild,0.033684919,DownTown,Tier 2,Unknown,1449.2606
ZRF15,8.195,Area013,1985,154.1812,Antimalarial,mild,0.035441883,DownTown,Tier 3,High,2820.1428
BSQ74,13.45,Area010,1996,133.273,MuscleRelaxants,mild,0.0243144229999999,MidTownResidential,Tier 3,Unknown,236.173
OIK32,12.9,Area017,2005,92.0276,OralContraceptives,critical,0.092376029,DownTown,Tier 2,Unknown,2062.4624
LGB10,12.8,Area013,1985,201.553,Antibiotics,mild,0.085820885,DownTown,Tier 3,High,3149.048
TIG24,7.89,Area010,1996,93.0908,Antibiotics,mild,0.189748258,MidTownResidential,Tier 3,Unknown,196.8908
CGQ37,,Area027,1983,195.0924,Cardiac,critical,0.0249371829999999,CityLimits,Tier 3,Medium,4555.2176
FOS91,10.3,Area035,2002,178.9816,Hreplacements,mild,0.098938463,DownTown,Tier 2,Small,1455.2528
TNM58,7.24,Area045,2000,187.4344,Cardiac,mild,0.04795749,DownTown,Tier 2,Unknown,2967.9504
RXK11,22.15,Area013,1985,100.5514,Mstablizers,critical,0.075172698,DownTown,Tier 3,High,732.8598
QBL45,,Area019,1983,167.363,OralContraceptives,mild,0.124654545,MidTownResidential,Tier 1,Small,425.926
FWK70,6.76,Area035,2002,154.5786,Antibiotics,critical,0.120036943,DownTown,Tier 2,Small,401.9572
KXU14,6.765,Area018,2007,142.8626,Mstablizers,critical,0.013,Industrial,Tier 3,Medium,375.3252
OGC10,8.9,Area035,2002,182.6448,Antifungal,critical,0.155383847,DownTown,Tier 2,Small,2669.672
GKD13,17.05,Area046,1995,46.9506,Antipyretics,mild,0.178838224,DownTown,Tier 1,Small,720.2096
IYM95,10.05,Area035,2002,197.7556,Antibiotics,critical,0.08761309,DownTown,Tier 2,Small,3868.112
HKA14,14.95,Area013,1985,109.57,Cardiac,critical,0.044418984,DownTown,Tier 3,High,2709.62
RZH55,10.23,Area049,1997,63.5614,Antiseptics,mild,0.013,DownTown,Tier 1,Medium,665.6139999999999
CFI15,7.41,Area035,2002,56.9086,Analgesics,critical,0.1649252709999999,DownTown,Tier 2,Small,737.5204
RYI24,17.15,Area035,2002,47.8164,Antifungal,mild,0.056226398,DownTown,Tier 2,Small,383.3148
XEY34,,Area019,1983,129.9124,Antimalarial,critical,0.162305497,MidTownResidential,Tier 1,Small,705.562
WUK60,21.55,Area035,2002,258.4092,Antipyretics,critical,0.035507877,DownTown,Tier 2,Small,4844.1748
HZM67,19.05,Area018,2007,45.4216,Antiviral,mild,0.086709686,Industrial,Tier 3,Medium,528.4592
BUQ68,9.69,Area017,2005,175.4868,Antiseptics,mild,0.134178848,DownTown,Tier 2,Unknown,2897.3756
SBW86,15.8,Area017,2005,181.0448,Antibiotics,critical,0.072160135,DownTown,Tier 2,Unknown,2158.3376
FOK66,7.18,Area049,1997,164.1998,Statins,mild,0.016597678,DownTown,Tier 1,Medium,3035.1962
KBR19,17.4,Area046,1995,202.9846,Analgesics,mild,0.036577298,DownTown,Tier 1,Small,2979.269
GRM60,,Area027,1983,76.1826,Antimalarial,mild,0.092243005,CityLimits,Tier 3,Medium,1727.565
RPV61,20.55,Area049,1997,92.4908,OralContraceptives,critical,0.071365706,DownTown,Tier 1,Medium,2545.8332
ZDE75,22.0,Area018,2007,160.1366,Antiseptics,mild,0.052405676,Industrial,Tier 3,Medium,2380.049
SGZ11,10.495,Area049,1997,89.5644,Mstablizers,critical,0.064697108,DownTown,Tier 1,Medium,977.2084
WVF37,,Area027,1983,133.3388,Analgesics,critical,0.125119359,CityLimits,Tier 3,Medium,2094.4208
RSY89,14.95,Area013,1985,65.893,Tranquilizers,mild,0.090169841,DownTown,Tier 3,High,395.965
GSR10,12.45,Area049,1997,116.1648,Mstablizers,critical,0.118471384,DownTown,Tier 1,Medium,2086.4312
NSG12,8.535,Area049,1997,126.9492,Antiseptics,mild,0.089975118,DownTown,Tier 1,Medium,2777.5316
FWX31,20.65,Area010,1996,176.3816,Antimalarial,critical,0.122667698,MidTownResidential,Tier 3,Unknown,784.1264
IZT30,18.5,Area035,2002,173.4184,Cardiac,critical,0.0250098,DownTown,Tier 2,Small,2920.0128
VWU47,,Area019,1983,117.928,Analgesics,mild,0.054821227,MidTownResidential,Tier 1,Small,326.056
HWE10,15.45,Area017,2005,49.6138,Analgesics,mild,0.049147029,DownTown,Tier 2,Unknown,640.9794
CTJ12,13.9,Area010,1996,220.5612,Hreplacements,mild,0.174039887,MidTownResidential,Tier 3,Unknown,531.1224
CBB32,19.0,Area013,1985,192.8292,Antipyretics,mild,0.013,DownTown,Tier 3,High,2849.438
IZA10,17.8,Area045,2000,101.3146,Hreplacements,mild,0.041476451,DownTown,Tier 2,Unknown,1481.219
PVE70,19.55,Area045,2000,175.0526,Antifungal,mild,0.013,DownTown,Tier 2,Unknown,4717.6728
RSY89,14.95,Area046,1995,67.193,Tranquilizers,mild,0.090234113,DownTown,Tier 1,Small,1301.453
MEF73,,Area019,1983,65.0298,Antipyretics,mild,0.317737387,MidTownResidential,Tier 1,Small,220.8596
DBL51,8.28,Area017,2005,93.6934,Cardiac,mild,0.0543383,DownTown,Tier 2,Unknown,604.3604
YGZ30,9.195,Area017,2005,114.7332,Stimulants,critical,0.108102092,DownTown,Tier 2,Unknown,2983.9296
FEG97,,Area027,1983,99.4856,Antipyretics,mild,0.013,CityLimits,Tier 3,Medium,2222.2544
RCK21,,Area027,1983,54.7112,Antiseptics,mild,0.033388413,CityLimits,Tier 3,Medium,880.0016
XCO10,9.195,Area049,1997,67.0588,Stimulants,critical,0.074270647,DownTown,Tier 1,Medium,456.5528
PJB12,17.0,Area049,1997,142.5942,Cardiac,mild,0.135684413,DownTown,Tier 1,Medium,2365.4014
PIG89,16.15,Area018,2007,180.0474,Antibiotics,mild,0.111803088,Industrial,Tier 3,Medium,786.7896
FCQ55,21.3,Area049,1997,115.6622,Cardiac,critical,0.117245198,DownTown,Tier 1,Medium,1383.3464
DHT27,8.775,Area018,2007,251.9854,Antibiotics,mild,0.162125615,Industrial,Tier 3,Medium,6155.135
RVF12,13.45,Area010,1996,176.3184,Antacids,mild,0.049360676,MidTownResidential,Tier 3,Unknown,443.2368
IHE15,14.1,Area010,1996,149.0838,Antacids,critical,0.203569038,MidTownResidential,Tier 3,Unknown,393.9676
RYR23,14.9,Area017,2005,244.83,Antipyretics,critical,0.132850541,DownTown,Tier 2,Unknown,6637.84
TVD11,6.705,Area035,2002,208.0742,Cardiac,critical,0.066611144,DownTown,Tier 2,Small,909.2968
FWK70,6.76,Area046,1995,155.2786,Antibiotics,critical,0.120057186,DownTown,Tier 1,Small,2135.7004
SWI46,11.3,Area018,2007,150.918,OralContraceptives,mild,0.059043736,Industrial,Tier 3,Medium,2489.906
AHC53,,Area027,1983,112.999,Cardiac,critical,0.0220149779999999,CityLimits,Tier 3,Medium,3208.97
XRU43,10.195,Area017,2005,218.7954,OralContraceptives,mild,0.039492726,DownTown,Tier 2,Unknown,6364.861999999999
JWE14,21.65,Area018,2007,86.5328,Antiseptics,mild,0.034413346,Industrial,Tier 3,Medium,576.3968
HLH13,12.45,Area018,2007,174.6526,Tranquilizers,mild,0.045387589,Industrial,Tier 3,Medium,3073.1468
KOE13,,Area027,1983,175.0526,Analgesics,mild,0.0500060759999999,CityLimits,Tier 3,Medium,4224.315
DSY84,18.9,Area017,2005,125.7176,Hreplacements,mild,0.062345425,DownTown,Tier 2,Unknown,1258.1760000000002
GMH69,8.775,Area046,1995,227.9192,Antiseptics,mild,0.0261200279999999,DownTown,Tier 1,Small,1838.7536
RUT58,17.65,Area017,2005,114.828,MuscleRelaxants,mild,0.026442036,DownTown,Tier 2,Unknown,1178.28
CTJ12,13.9,Area046,1995,217.5612,Hreplacements,mild,0.109212432,DownTown,Tier 1,Small,4503.2852
CCH19,15.95,Area018,2007,173.7552,Antiseptics,mild,0.096698962,Industrial,Tier 3,Medium,2712.2832
OCC17,13.1,Area013,1985,127.2492,Tranquilizers,mild,0.021554052,DownTown,Tier 3,High,2082.4364
LIC37,14.45,Area045,2000,191.5976,OralContraceptives,mild,0.049746479,DownTown,Tier 2,Unknown,3372.7568
SIY12,19.0,Area018,2007,106.841,OralContraceptives,mild,0.0246604629999999,Industrial,Tier 3,Medium,2333.443
EFZ24,10.285,Area045,2000,141.83100000000002,OralContraceptives,critical,0.0709443759999999,DownTown,Tier 2,Unknown,1541.141
BSN10,12.1,Area017,2005,250.8222,Hreplacements,mild,0.042107004,DownTown,Tier 2,Unknown,4654.4218
WWC13,10.1,Area013,1985,219.4612,Hreplacements,mild,0.0843699469999999,DownTown,Tier 3,High,2203.612
TBJ15,18.15,Area046,1995,54.2428,Hreplacements,critical,0.036154399,DownTown,Tier 1,Small,464.5424
RXM37,,Area019,1983,51.9454,Antacids,mild,0.0324158,MidTownResidential,Tier 1,Small,196.8908
LSU81,20.15,Area017,2005,202.8136,Antiseptics,mild,0.181531813,DownTown,Tier 2,Unknown,3029.204
DUZ10,20.9,Area010,1996,55.8718,Antipyretics,mild,0.053550868,MidTownResidential,Tier 3,Unknown,160.2718
DFL12,18.15,Area017,2005,121.7544,Hreplacements,critical,0.093141165,DownTown,Tier 2,Unknown,2126.3792
GHD63,21.0,Area013,1985,189.466,Mstablizers,mild,0.090849003,DownTown,Tier 3,High,3169.022
ATT10,7.93,Area049,1997,176.45,Mstablizers,critical,0.117183308,DownTown,Tier 1,Medium,3941.35
UYA56,10.26,Area045,2000,208.0768,Antibiotics,critical,0.082078149,DownTown,Tier 2,Unknown,3266.2288
QBV12,19.8,Area049,1997,156.6102,Antipyretics,critical,0.058534457,DownTown,Tier 1,Medium,3758.255
DWO74,8.98,Area010,1996,202.5162,Antibiotics,mild,0.131672537,MidTownResidential,Tier 3,Unknown,497.8324
HAY13,20.4,Area046,1995,184.3422,Antiseptics,mild,0.190270016,DownTown,Tier 1,Small,1837.422
VBF19,14.15,Area017,2005,50.3164,OralContraceptives,mild,0.112553084,DownTown,Tier 2,Unknown,1425.9576
LAP14,10.195,Area013,1985,219.3296,Mstablizers,critical,0.052008625,DownTown,Tier 3,High,2398.0256
DMG17,12.4,Area013,1985,175.4526,Antibiotics,critical,0.06673063,DownTown,Tier 3,High,1593.0734
WOX94,15.45,Area018,2007,207.111,Antiseptics,mild,0.021829806,Industrial,Tier 3,Medium,4630.453
AJF83,,Area019,1983,173.5868,Analgesics,critical,0.082909188,MidTownResidential,Tier 1,Small,604.3604
OHY21,,Area027,1983,154.8444,Mstablizers,critical,0.048399923,CityLimits,Tier 3,Medium,4177.0432
PAO84,12.95,Area013,1985,121.986,Antiviral,mild,0.046830011,DownTown,Tier 3,High,1697.604
BNO71,11.6,Area013,1985,198.153,Antibiotics,critical,0.071778429,DownTown,Tier 3,High,2769.542
ZEP43,12.195,Area046,1995,116.728,OralContraceptives,mild,0.039880159,DownTown,Tier 1,Small,1604.392
ILY10,18.3,Area045,2000,182.0106,Antibiotics,mild,0.149008489,DownTown,Tier 2,Unknown,1824.106
